Domain,MBFC,MBFC factual,BF,FC,PF,WI,Site Rank,Yr online,Name,Media Bias/Fact Check page,Wikipedia article,HTTP,URL,lang,hflag,iffy,Lists
fairus.org,FN,L,,,,,149084,1995,The Federation for American Immigration Reform,https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/,https://en.wikipedia.org/wiki/Federation_for_American_Immigration_Reform,200,https://www.fairus.org/,en,,1,1
faithit.com,CP,M,,,,,182695,2004,Faithit,https://mediabiasfactcheck.com/faithit/,,200,http://faithit.com/,en,,,1
faithpanda.com,CP,M,,,,,743721,2016,FaithPanda,https://mediabiasfactcheck.com/faithpanda/,,406,https://faithpanda.com/,en,,,1
familysurvivalheadlines.com,FN,M,,,,,4880857,2016,Family Survival Headlines,https://mediabiasfactcheck.com/family-survival-headlines/,,200,https://familysurvivalheadlines.com/,en,,,1
fellowshipoftheminds.com,CP,L,,1,,,109424,2013,Fellowship of the Minds,https://mediabiasfactcheck.com/fellowship-of-the-minds/,,200,https://fellowshipoftheminds.com/,en,,1,2
femalista.com,FN,M,,,,,734753,2017,Femalista,https://mediabiasfactcheck.com/femalista/,,200,https://www.femalista.com/,en,,,1
filmingcops.com,FN,M,,,,,1751997,2013,Filming Cops,https://mediabiasfactcheck.com/filming-cops/,,200,https://filmingcops.com/,en,,,1
firstpost.com,RC,MF,,,some-fake,,1691,2002,First Post,https://mediabiasfactcheck.com/first-post/,,200,https://www.firstpost.com/,en,,,2
flagandcross.com,FN,M,,,,,20000000,2018,Flag & Cross,https://mediabiasfactcheck.com/flag-cross/,,200,https://flagandcross.com/,en,,,1
focusonthefamily.com,FN,L,,,,,33829,1999,Focus on the Family,https://mediabiasfactcheck.com/focus-on-the-family/,https://en.wikipedia.org/wiki/Focus_on_the_Family,200,https://www.focusonthefamily.com/,en,,1,1
food.news,CP,VL,,,,,2704667,,Food.News,https://mediabiasfactcheck.com/food-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://food.news/,en,,1,1
foodbabe.com,CP,M,,,,,150530,2007,Food Babe,https://mediabiasfactcheck.com/food-babe/,https://en.wikipedia.org/wiki/Vani_Hari,200,https://foodbabe.com/,en,,,1
foodmatters.com,CP,M,,,,,105894,2001,Food Matters,https://mediabiasfactcheck.com/food-matters/,https://en.wikipedia.org/wiki/Food_Matters,200,https://www.foodmatters.com/,en,,,1
foreverconscious.com,CP,L,,,,,189774,2013,Forever Conscious,https://mediabiasfactcheck.com/forever-conscious/,,200,https://foreverconscious.com/,en,,1,1
fortherightnews.com,FN,L,,,,,4561531,2017,For the Right News,https://mediabiasfactcheck.com/for-the-right-news/,,200,https://www.fortherightnews.com/,en,,1,1
foxnews-us.com,,,1,,,,20000000,2018,FoxNews-Us,,,200,http://www.foxnews-us.com/,en,,,1
frc.org,FN,L,,,,,171433,1995,Family Research Council,https://mediabiasfactcheck.com/family-research-council/,https://en.wikipedia.org/wiki/Family_Research_Council,200,https://frc.org/,en,,1,1
freedom.news,CP,VL,,,,,20000000,2015,Freedom.News,https://mediabiasfactcheck.com/freedom-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://freedom.news/,en,,1,1
freedomadvocates.org,CP,L,,,,,5095191,,Freedom Advocates,https://mediabiasfactcheck.com/freedom-advocates-agenda-21/,,200,https://www.freedomadvocates.org/,en,,1,1
freedomainradio.com,CP,M,,,,,332816,2006,Freedomain Radio,https://mediabiasfactcheck.com/freedomain-radio/,https://en.wikipedia.org/wiki/Stefan_Molyneux,301,https://freedomainradio.com/,en,,,1
freedomdaily.com,FN,L,,,fake-news,,8199533,2013,Freedom Daily,https://mediabiasfactcheck.com/freedom-daily/,,200,http://www.freedomdaily.com/,en,,1,2
freedomnewsreport.com,FN,M,,,,,687681,2017,Freedom News Report,https://mediabiasfactcheck.com/freedom-news-report/,,200,https://www.freedomnewsreport.com/,en,,,1
freeinfomedia.com,,,,,fake-news,,17756656,2017,FI Article Marketing,,,200,http://freeinfomedia.com/,zh,,,1
freerepublic.com,R,M,,,some-fake,,21575,1996,Free Republic,https://mediabiasfactcheck.com/free-republic/,https://en.wikipedia.org/wiki/Free_Republic,200,https://freerepublic.com/tag/*/index,en,1,,2
freetelegraph.com,FN,M,,,,,14254667,2017,The Free Telegraph,https://mediabiasfactcheck.com/the-free-telegraph/,https://en.wikipedia.org/wiki/The_Free_Telegraph,200,https://freetelegraph.com/,en,,,1
freewoodpost.com,S,,1,,parody,,3000587,2011,Free Wood Post,https://mediabiasfactcheck.com/free-wood-post/,https://en.wikipedia.org/wiki/Free_Wood_Post,200,https://freewoodpost.com/,en,,,2
friatider.se,FN,L,,,,,146672,2009,Fria Tider,https://mediabiasfactcheck.com/fria-tider-free-times/,,200,https://www.friatider.se/,sv,1,1,1
friendsofscience.org,CP,M,,,,,1262721,2002,Friends of Science,https://mediabiasfactcheck.com/friends-of-science/,https://en.wikipedia.org/wiki/Friends_of_Science,406,https://friendsofscience.org/,en,,,1
fromthetrenchesworldreport.com,CP,L,,,,,361089,,From the Trenches World Report,https://mediabiasfactcheck.com/from-the-trenches-world-report/,,200,https://fromthetrenchesworldreport.com/,en,,1,1
front.moveon.org,FN,M,,,,,43140,1998,MoveOn,https://mediabiasfactcheck.com/move-on/,https://en.wikipedia.org/wiki/MoveOn,200,https://front.moveon.org/,en,1,,1
frontpagemag.com,FN,L,,,,,53181,1998,FrontPage Magazine,https://mediabiasfactcheck.com/frontpage-magazine/,https://en.wikipedia.org/wiki/FrontPage_Magazine,200,https://www.frontpagemag.com/,en,,1,1
fury.news,FN,VL,,,,,7548165,,Fury News,https://mediabiasfactcheck.com/fury-news/,,200,https://www.fury.news/,en,,1,1
gadsdentoday.com,FN,M,,,,,20000000,2019,Gadsden Today,https://mediabiasfactcheck.com/gadsden-today/,,200,https://gadsdentoday.com/,en,,,1
gaia.com,CP,L,,,,,18355,1992,Gaia,https://mediabiasfactcheck.com/gaia/,,0,https://www.gaia.com/,en,,1,1
gatestoneinstitute.org,FN,M,,,,,50930,,Gatestone Institute,https://mediabiasfactcheck.com/gatestone-institute/,https://en.wikipedia.org/wiki/Gatestone_Institute,200,https://www.gatestoneinstitute.org/,en,,,1
gellerreport.com,FN,L,,1,,,83508,2016,Geller Report,https://mediabiasfactcheck.com/geller-report/,https://en.wikipedia.org/wiki/Pamela_Geller,200,https://gellerreport.com/,en,,1,2
geoengineering.news,CP,VL,,,,,20000000,,Geoengineering.News,https://mediabiasfactcheck.com/geoengineering-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://geoengineering.news/,en,,1,1
geoengineeringwatch.org,CP,L,,,,,218564,,GeoEngineering Watch,https://mediabiasfactcheck.com/geoengineering-watch/,,200,https://www.geoengineeringwatch.org/,en,,1,1
geopol.institute,FN,L,,,,,1584225,2020,Geopolitical Studies Institute,https://mediabiasfactcheck.com/national-policy-institute/,,200,https://geopol.institute/,en,,1,1
geopolitics.co,CP,M,,,,,165644,2015,Covert Geopolitics,https://mediabiasfactcheck.com/covert-geopolitics/,,200,https://geopolitics.co/,en,,,1
getholistichealth.com,CP,L,,,,,288994,2003,Get Holistic Health,https://mediabiasfactcheck.com/get-holistic-health/,,200,https://www.getholistichealth.com/,en,,1,1
ghost.report,FN,M,,,,,2229481,,Ghost.Report,https://mediabiasfactcheck.com/ghost-report/,,200,https://ghost.report/,en,,,1
glitch.news,CP,VL,,,,,4703013,2015,Glitch.News,https://mediabiasfactcheck.com/glitch-news/,,200,https://glitch.news/,en,,1,1
globalhealingcenter.com,CP,M,,,,,70844,1999,Global Healing Center,https://mediabiasfactcheck.com/global-healing-center/,https://en.wikipedia.org/wiki/InfoWars,301,https://www.globalhealingcenter.com/,en,,,1
globalinfotoday.com,FN,L,,,,,20000000,2016,Global Info Today,https://mediabiasfactcheck.com/global-info-today/,,200,http://globalinfotoday.com/,en,,1,1
globalresearch.ca,CP,L,,,,1,26012,2001,Global Research,https://mediabiasfactcheck.com/global-research/,https://en.wikipedia.org/wiki/Michel_Chossudovsky#Centre_for_Research_on_Globalization,200,https://www.globalresearch.ca/,en,,1,2
globalskywatch.com,CP,L,,,,,1422431,,Global Skywatch,https://mediabiasfactcheck.com/global-skywatch/,,200,http://globalskywatch.com/,en,,1,1
globaltimes.cn,FN,M,,,,,33176,2003,Global Times,https://mediabiasfactcheck.com/global-times-china/,https://en.wikipedia.org/wiki/Global_Times,200,https://www.globaltimes.cn/,en,,,1
globemagazine.com,FN,VL,,,,,2751943,1999,Globe Magazine,https://mediabiasfactcheck.com/globe-magazine/,,200,https://www.globemagazine.com/,en,,1,1
gmo.news,CP,VL,,,,,20000000,,GMO.News,https://mediabiasfactcheck.com/gmo-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://gmo.news/,en,,1,1
gmwatch.org,CP,M,,,,,282877,2002,GMWatch,https://mediabiasfactcheck.com/gmwatch/,,200,https://gmwatch.org/en/,en,,,1
gnews.org,FN,L,,,,,22665,,Gnews,https://mediabiasfactcheck.com/gnews/,,200,https://gnews.org/,en,,1,1
godandscience.org,CP,L,,,,,549935,1999,Evidence for God from Science,https://mediabiasfactcheck.com/evidence-for-god-from-science/,,200,https://godandscience.org/,en,,1,1
godfatherpolitics.com,FN,M,,,,,258003,2011,Godfather Politics,https://mediabiasfactcheck.com/godfather-politics/,,200,https://godfatherpolitics.com/,en,,,1
godlikeproductions.com,CP,L,,,,,12222,2000,Godlike Productions,https://mediabiasfactcheck.com/godlike-productions/,,200,https://www.godlikeproductions.com/,en,1,1,1
goodgopher.com,FN,VL,,,,,413031,2014,GoodGopher,https://mediabiasfactcheck.com/goodgopher/,,200,https://goodgopher.com/,en,,1,1
goop.com,CP,L,,,,,13260,1996,Goop,https://mediabiasfactcheck.com/goop/,https://en.wikipedia.org/wiki/Goop_(company),200,https://goop.com/,en,,1,1
gop.com,FN,M,,,,,20000000,1999,Republican National Committee,https://mediabiasfactcheck.com/gop-com/,https://en.wikipedia.org/wiki/Republican_National_Committee,403,https://gop.com/,en,,,1
gop.gov,FN,M,,,,,510971,,House Republican Conference,https://mediabiasfactcheck.com/gop-gov-house-republicans/,https://en.wikipedia.org/wiki/House_Republican_Conference,200,https://www.gop.gov/,en,,,1
gossipmillsa.com,,,,,,1,9091240,2019,Gossip Mill Mzansi,,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://www.gossipmillsa.com/,ja,,,1
gotquestions.org,CP,L,,,,,6153,2002,Got Questions,https://mediabiasfactcheck.com/got-questions-gotquestions-org/,,200,https://www.gotquestions.org/,en,,1,1
govtslaves.com,CP,L,,,,,20000000,2008,Government Slaves,https://mediabiasfactcheck.com/government-slaves/,,200,https://govtslaves.com/,en,,1,1
grainoftruth.ca,FN,VL,,,,,1827170,2018,Grain of Truth,https://mediabiasfactcheck.com/grain-of-truth/,,200,https://grainoftruth.ca/,en,,1,1
greanvillepost.com,CP,M,,,,,499040,2009,The Greanville Post,https://mediabiasfactcheck.com/the-greanville-post-bias-rating/,,200,http://www.greanvillepost.com/,en,,,1
greatamericandaily.com,FN,L,,,,,282103,2016,Great American Daily,https://mediabiasfactcheck.com/great-american-daily/,,200,https://greatamericandaily.com/,en,,1,1
greatamericanrepublic.com,FN,L,,,,,4166209,2016,Great American Republic,https://mediabiasfactcheck.com/great-american-republic-bias-credibility-fake-news/,,200,https://greatamericanrepublic.com/,en,,1,1
greenmedinfo.com,CP,L,,,,,55143,,GreenMedInfo,https://mediabiasfactcheck.com/greenmedinfo/,,200,https://www.greenmedinfo.com/,en,,1,1
greenpeace.org,CP,M,,,,,20834,1992,Greenpeace,https://mediabiasfactcheck.com/greenpeace/,https://en.wikipedia.org/wiki/Greenpeace,200,https://www.greenpeace.org/usa/,en,,,1
greenvillegazette.com,L,L,,,,,3724708,2013,Greenville Gazette,https://mediabiasfactcheck.com/greenville-gazette/,,504,http://www.greenvillegazette.com/,en,,1,1
grunge.com,FN,M,,,,,35477,1995,Grunge.com,https://mediabiasfactcheck.com/grunge/,https://en.wikipedia.org/wiki/ZergNet,200,https://www.grunge.com/,en,,,1
gucmakale.com,FN,M,,,,,983355,2018,Gucmakale,https://mediabiasfactcheck.com/gucmakale-com/,,200,https://www.gucmakale.com/,en,,,1
gulagbound.com,CP,L,,,,,2485234,2010,Gulag Bound,https://mediabiasfactcheck.com/gulag-bound/,,200,http://gulagbound.com/,en,,1,1
gulfnews.com,FN,M,,,,,1956,1998,Gulf News,https://mediabiasfactcheck.com/gulf-news/,,200,https://gulfnews.com/,en,,,1
halturnerradioshow.com,,,,,,1,91611,,Hal Turner Radio Show,,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,http://halturnerradioshow.com/index.php/en/,en,,,1
hangthebankers.com,FN,L,,,,,596098,2012,Hang The Bankers,https://mediabiasfactcheck.com/hang-the-bankers/,,200,https://hangthebankers.com/,en,,1,1
hannity.com,FN,L,,,,,69187,1998,Sean Hannity,https://mediabiasfactcheck.com/hannity-com/,https://en.wikipedia.org/wiki/Sean_Hannity,200,https://hannity.com/,en,,1,1
hardnews.network,FN,M,,,,,5309912,,Hard News,https://mediabiasfactcheck.com/hard-news/,,200,https://hardnews.network/,en,,,1
headtopics.com,FN,M,,,,,27008,2017,Head Topics,https://mediabiasfactcheck.com/head-topics/,,200,https://headtopics.com/us,en,,,1
healingfoodreference.com,CP,VL,,,,,2981377,,Healing Food Reference,https://mediabiasfactcheck.com/healing-food-reference/,,200,https://healingfoodreference.com/,en,,1,1
healingoracle.ch,CP,VL,,,,,1132882,,Healing Oracle,https://mediabiasfactcheck.com/healing-oracle/,,403,https://healingoracle.ch/,en,,1,1
health.news,CP,VL,,,,,957767,,Health.News,https://mediabiasfactcheck.com/health-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://health.news/,en,,1,1
healthimpactnews.com,CP,L,,,,,184109,2011,Health Impact News,https://mediabiasfactcheck.com/health-impact-news/,,200,https://healthimpactnews.com/,en,,1,1
healthnutnews.com,CP,VL,,,,,85465,2013,Health Nut News,https://mediabiasfactcheck.com/health-nut-news/,,200,https://www.healthnutnews.com/,en,,1,1
healthranger.com,CP,VL,,,,,2517608,,The Health Ranger,https://mediabiasfactcheck.com/the-health-ranger/,,200,https://healthranger.com/,en,,1,1
healthrangerreport.com,CP,VL,,,,,20000000,2015,Health Ranger Report,https://mediabiasfactcheck.com/health-ranger-report/,https://en.wikipedia.org/wiki/Natural_News,200,https://healthrangerreport.com/,en,,1,1
healthy-holistic-living.com,CP,L,,,,,61516,2006,Healthy Holistic Living,https://mediabiasfactcheck.com/healthy-holistic-living/,,200,https://www.healthy-holistic-living.com/,en,,1,1
healthyandnaturalworld.com,CP,M,,,,,20000000,2013,Healthy and Natural World,https://mediabiasfactcheck.com/healthy-and-natural-world/,,200,https://www.healthyandnaturalworld.com/,en,,,1
healthyfoodhouse.com,CP,L,,,,,41171,2012,Healthy Food House,https://mediabiasfactcheck.com/healthy-food-house/,,200,https://www.healthyfoodhouse.com/,en,,1,1
heartland.org,FN,L,,,,,314281,1994,Heartland Institute,https://mediabiasfactcheck.com/heartland-institute/,https://en.wikipedia.org/wiki/Heartland_Institute,200,https://heartland.org/,en,,1,1
heightpost.com,,,,,some-fake,,5380203,2014,Heightpost,,,200,http://www.heightpost.com/,en,,,1
hellochristian.com,CP,M,,,,,764264,2012,Hello Christian,https://mediabiasfactcheck.com/hello-christian/,,200,https://hellochristian.com/,en,,,1
herb.co,CP,M,,,,,88711,2010,Herb,https://mediabiasfactcheck.com/herb/,,200,http://herb.co/,en,,,1
herbreference.com,CP,VL,,,,,4217904,,Herbreference.com,https://mediabiasfactcheck.com/herbreference-com/,,200,https://herbreference.com/,en,,1,1
higherperspectives.com,CP,M,,,some-fake,,54574,,Higher Perspective,https://mediabiasfactcheck.com/higher-perspective/,,200,https://www.higherperspectives.com/,en,,,2
hoggwatch.com,FN,L,,,,,3451464,2018,Hogg Watch,https://mediabiasfactcheck.com/hogg-watch/,https://en.wikipedia.org/wiki/Natural_News,200,https://hoggwatch.com/,en,,1,1
home.nra.org,FN,M,,,,,92522,1993,National Rifle Association,https://mediabiasfactcheck.com/national-rifle-association-nra/,https://en.wikipedia.org/wiki/National_Rifle_Association,200,https://home.nra.org/,en,,,1
hotglobalnews.com,,,1,,,,20000000,2014,westchester county ny pest control,,,200,https://hotglobalnews.com/,en,,,1
hsionline.com,CP,L,,,,,648601,2009,Health Sciences Institute,https://mediabiasfactcheck.com/health-sciences-institute/,,200,https://hsionline.com/,en,,1,1
humansarefree.com,CP,L,,,,,96003,,Humans are Free,https://mediabiasfactcheck.com/humans-are-free/,,200,https://humansarefree.com/,en,1,1,1
huntsvilleleader.com,FN,M,,,,,20000000,2019,Huntsville Leader,https://mediabiasfactcheck.com/huntsville-leader/,,200,https://huntsvilleleader.com/,en,,,1
huzlers.com,S,,1,,parody,1,119984,2013,Huzlers,https://mediabiasfactcheck.com/huzlers/,https://en.wikipedia.org/wiki/Huzlers,200,https://www.huzlers.com/,en,,,3
iceagenow.info,CP,L,,,,,434235,2011,Ice Age Now,https://mediabiasfactcheck.com/ice-age-now/,,200,https://www.iceagenow.info/,en,,1,1
icr.org,CP,VL,,,,,114323,1995,Institute for Creation Research (IRC),https://mediabiasfactcheck.com/institute-for-creation-research-icr/,,302,https://www.icr.org/,en,,1,1
iflscience.com,CP,M,,,,,18089,,IFL Science,https://mediabiasfactcheck.com/ifl-science/,,200,https://iflscience.com/,en,,,1
ifyouonlynews.com,FN,VL,,,,,1975929,2014,If You Only News,https://mediabiasfactcheck.com/if-you-only-news/,,200,https://ifyouonlynews.com/,en,,1,1
iharare.com,FN,M,,,,,20000000,2013,iHarare,https://mediabiasfactcheck.com/iharare/,,200,https://iharare.com/,en,,,1
ihatethemedia.com,FN,L,,,,,1238104,,I Hate the Media,https://mediabiasfactcheck.com/i-hate-the-media/,,200,https://www.ihatethemedia.com/,en,,1,1
ihealthtube.com,CP,L,,,,,804636,,iHealthtube.com,https://mediabiasfactcheck.com/ihealthtube/,,200,https://ihealthtube.com/,en,1,1,1
iheartintelligence.com,CP,M,,,,,10386,2014,I Heart Intelligence,https://mediabiasfactcheck.com/i-heart-intelligence/,,200,https://iheartintelligence.com/,en,,,1
ihr.org,FN,VL,,,,,335362,1998,Institute for Historical Review (IHR),https://mediabiasfactcheck.com/institute-for-historical-review/,https://en.wikipedia.org/wiki/Institute_for_Historical_Review,200,http://ihr.org/,en,,1,1
ihypocrite.net,FN,M,,,,,5903604,2016,"I, Hypocrite",https://mediabiasfactcheck.com/i-hypocrite/,,406,https://ihypocrite.net/,en,,,1
illegalaliencrimereport.com,FN,M,,,,,2931970,2014,Illegal Alien Crime Report,https://mediabiasfactcheck.com/illegal-alien-crime-report/,,200,https://www.illegalaliencrimereport.com/,en,,,1
illicitinfo.com,FN,L,,,,,269313,2018,Illicit Info,https://mediabiasfactcheck.com/illicit-info/,,200,https://illicitinfo.com/,en,,1,1
illuminati-news.com,CP,L,,,,,923580,2000,Illuminati News,https://mediabiasfactcheck.com/illuminati-news/,,200,http://illuminati-news.com/,en,,1,1
illuminatiwatcher.com,CP,L,,,,,544983,2012,Illuminati Watcher,https://mediabiasfactcheck.com/illuminati-watcher/,,200,https://illuminatiwatcher.com/,en,,1,1
ilovemyfreedom.org,FN,VL,,,,,61855,2015,I love my Freedom,https://mediabiasfactcheck.com/i-love-my-freedom/,,200,https://ilovemyfreedom.org/,en,,1,1
imowired.com,FN,VL,,,,,4144569,2016,IMOwired,https://mediabiasfactcheck.com/imowired/,,200,http://imowired.com/,en,,1,1
independentminute.com,,,,,some-fake,,329671,2017,Independent Minute,,,200,https://independentminute.com/,en,,,1
independentsciencenews.org,CP,M,,,,,1587315,2011,Independent Science News,https://mediabiasfactcheck.com/independent-science-news/,https://en.wikipedia.org/wiki/Bioscience_Resource_Project,200,https://www.independentsciencenews.org/,en,,,1
independentsentinel.com,FN,M,,,,,32468,2011,Independent Sentinel,https://mediabiasfactcheck.com/independent-sentinel/,,200,https://www.independentsentinel.com/,en,,,1
indiatimes.com,RC,M,,,some-fake,,214,1996,Indiatimes,https://mediabiasfactcheck.com/india-times-bias-rating/,,200,https://www.indiatimes.com/,en,,,2
infiniteunknown.net,CP,L,,,,,549776,2008,Infinite Unknown,https://mediabiasfactcheck.com/infinite-unknown/,,200,https://infiniteunknown.net/,en,,1,1
infogalactic.com,FN,L,,,,,107104,2016,InfoGalactic,https://mediabiasfactcheck.com/infogalactic/,https://en.wikipedia.org/wiki/Vox_Day,200,https://infogalactic.com/info/Main_Page,en,1,1,1
informationclearinghouse.info,CP,M,,,,,51166,2003,Information Clearing House,https://mediabiasfactcheck.com/information-clearing-house/,,200,http://www.informationclearinghouse.info/,en,,,1
informationliberation.com,FN,L,,,,,92020,2004,Information Liberation,https://mediabiasfactcheck.com/information-liberation/,,200,http://www.informationliberation.com/,en,,1,1
inforos.ru,FN,L,,,,,564067,2000,InfoRos.ru,https://mediabiasfactcheck.com/inforos/,,200,https://inforos.ru/,ru,,1,1
infoscum.com,FN,M,,,,,20000000,2017,InfoScum,https://mediabiasfactcheck.com/infoscum/,,200,https://infoscum.com/,en,,,1
infowars.com,CP,VL,,1,,1,4158,1999,Infowars,https://mediabiasfactcheck.com/infowars-alex-jones/,https://en.wikipedia.org/wiki/InfoWars,200,https://www.infowars.com/,en,,1,3
ingredients.news,CP,VL,,,,,9416739,2015,Ingredients.News,https://mediabiasfactcheck.com/ingredients-news/,https://en.wikipedia.org/wiki/Natural_News,301,http://ingredients.news/,en,,1,1
innerstrength.zone,FN,M,,,,,137635,2017,Inner Strength Zone -,https://mediabiasfactcheck.com/inner-strength-zone/,,200,https://innerstrength.zone/,en,,,1
intellihub.com,CP,L,,,,,151112,,Intellihub,https://mediabiasfactcheck.com/intellihub/,,200,https://www.intellihub.com/,en,,1,1
investmentwatchblog.com,CP,M,,,,,48592,2010,Investment Watch Blog,https://mediabiasfactcheck.com/investment-watch-blog/,,404,http://www.investmentwatchblog.com/,en,,,1
iowaclimate.org,CP,L,,,,,5736613,2016,Iowa Climate Science Education,https://mediabiasfactcheck.com/iowa-climate-science-education/,,200,https://iowaclimate.org/,en,,1,1
israelislamandendtimes.com,CP,M,,,,,827742,2013,"Israel, Islam and End Times",https://mediabiasfactcheck.com/israel-islam-end-times/,,200,https://israelislamandendtimes.com/,en,,,1
jeffersonreporter.com,FN,M,,,,,20000000,2019,Jefferson Reporter,https://mediabiasfactcheck.com/jefferson-reporter/,,200,https://jeffersonreporter.com/,en,,,1
jesus-is-savior.com,CP,L,,,,,125795,2002,Jesus is Savior,https://mediabiasfactcheck.com/jesus-is-savior/,,200,https://jesus-is-savior.com/,en,,1,1
jesusdaily.com,CP,L,,,,,445389,,Jesus Daily,https://mediabiasfactcheck.com/jesus-daily/,,200,https://www.jesusdaily.com/,en,,1,1
joebiden.news,CP,VL,,,,,3704017,2017,Joe Biden News,https://mediabiasfactcheck.com/joebiden-news/,,200,https://joebiden.news/,en,,1,1
judicialwatch.org,FN,L,,,,,52168,1997,Judicial Watch,https://mediabiasfactcheck.com/judicial-watch/,https://en.wikipedia.org/wiki/Judicial_Watch,200,https://www.judicialwatch.org/,en,,1,1
judithcurry.com,CP,M,,,,,376765,,Climate Etc,https://mediabiasfactcheck.com/climate-etc/,,200,https://judithcurry.com/,en,,,1
junkscience.com,CP,L,,,,,671381,1996,JunkScience.com,https://mediabiasfactcheck.com/junkscience-com/,,200,https://junkscience.com/,en,,1,1
justthefacts.org,FN,M,,,,,6463472,1998,Just the Facts,https://mediabiasfactcheck.com/just-the-facts/,,200,https://www.justthefacts.org/,en,,,1
knowledgeoftoday.org,CP,L,,,,,1231221,,Knowledge of Today,https://mediabiasfactcheck.com/knowledge-of-today/,,200,https://www.knowledgeoftoday.org/,en,,1,1
krbcnews.com,,,1,,,,20000000,2016,KRBC News,,,200,https://krbcnews.com/,en,,,1
kupr7.com,,,1,,,,20000000,2019,持っていると仕事に役立つ？,,,200,http://kupr7.com/,ja,,,1
ladiesofliberty.net,S,,1,,,,20000000,2019,Ladies of Liberty,https://mediabiasfactcheck.com/ladies-of-liberty/,,200,https://ladiesofliberty.net/,en,,,1
lancastercourier.com,FN,M,,,,,404514,2019,Lancaster Courier,https://mediabiasfactcheck.com/lancaster-courier/,,200,https://www.lancastercourier.com/,en,,,1
larouchepac.com,CP,L,,,,,151717,2004,LaRouche PAC,https://mediabiasfactcheck.com/larouche-pac/,https://en.wikipedia.org/wiki/Worldwide_LaRouche_Youth_Movement#LaRouche_PAC,200,https://larouchepac.com/,en,,1,1
latitudes.org,CP,M,,,,,689648,1997,ACN Latitudes,https://mediabiasfactcheck.com/acn-latitudes/,,403,https://latitudes.org/,en,1,,1
lawenforcementtoday.com,R,M,,,,1,57080,2008,Law Enforcement Today,https://mediabiasfactcheck.com/law-enforcement-today/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://www.lawenforcementtoday.com/,en,1,,2
learntherisk.org,CP,VL,,,,,1015206,2015,LearnTheRisk.org,https://mediabiasfactcheck.com/learntherisk-org/,https://en.wikipedia.org/wiki/Learn_The_Risk,200,https://learntherisk.org/,en,,1,1
leftaction.com,FN,L,,,,,2899350,2010,Left Action,https://mediabiasfactcheck.com/left-action/,,200,https://leftaction.com/,en,,1,1
leftcult.com,CP,VL,,,,,3357840,2017,LeftCult,https://mediabiasfactcheck.com/leftcult/,,200,https://leftcult.com/,en,,1,1
leftexposed.org,FN,L,,,,,2647658,2014,Left Exposed,https://mediabiasfactcheck.com/left-exposed/,,200,http://leftexposed.org/,en,,1,1
legitgov.org,CP,M,,,,,2155919,2000,Citizens for Legitimate Government,https://mediabiasfactcheck.com/citizens-for-legitimate-government-clg-news/,,200,https://legitgov.org/,en,,,1
lewrockwell.com,FN,M,,,,,43237,1999,Lew Rockwell,https://mediabiasfactcheck.com/lew-rockwell/,https://en.wikipedia.org/wiki/Lew_Rockwell,200,https://www.lewrockwell.com/,en,,,1
liberty.news,CP,VL,,,,,3754007,2015,Liberty.News,https://mediabiasfactcheck.com/liberty-news-2/,https://en.wikipedia.org/wiki/Natural_News,200,https://liberty.news/,en,,1,1
libertybell.com,FN,L,,,,,20000000,2003,Liberty Bell,https://mediabiasfactcheck.com/liberty-bell/,,200,https://www.libertybell.com/,en,,1,1
libertyhangout.org,R,L,,,,,671279,2015,Liberty Hangout,https://mediabiasfactcheck.com/liberty-hangout/,https://en.wikipedia.org/wiki/Kaitlin_Bennett,,http://libertyhangout.org/,en,,1,1
libertytalk.fm,FN,M,,,,,3602893,,Liberty Talk.fm,https://mediabiasfactcheck.com/libertytalk-fm/,,0,https://libertytalk.fm/,en,,,1
libertyvideos.org,CP,L,,,,,16953997,,Liberty Videos,https://mediabiasfactcheck.com/liberty-videos/,,200,https://libertyvideos.org/,en,,1,1
libtards.news,CP,VL,,,,,8087318,2015,Libtards.News,https://mediabiasfactcheck.com/libtards-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://libtards.news/,en,,1,1
lifespa.com,CP,L,,,,,108758,1997,LifeSpa,https://mediabiasfactcheck.com/lifespa/,,200,https://lifespa.com/,en,,1,1
liveaction.org,CP,M,,,,,96565,,Live Action,https://mediabiasfactcheck.com/live-action/,,200,https://www.liveaction.org/,en,,,1
livestrong.com,CP,M,,,,,2079,2002,Livestrong.com,https://mediabiasfactcheck.com/livestrong-com/,,200,https://www.livestrong.com/,en,,,1
livingwhole.org,CP,M,,,,,1316034,2014,Living Whole,https://mediabiasfactcheck.com/living-whole/,,200,https://www.livingwhole.org/,en,,,1
londonwebnews.com,FN,L,,1,some-fake,,9122758,2017,London Web News,https://mediabiasfactcheck.com/london-web-news/,,200,https://londonwebnews.com/,en,,1,3
